identifier	precision	rs_classification	probas
MONDO:0009213	high	01-disease-subtype	[0.9996163108353243, 0.00038288105466536204, 8.081100103194608e-07]
MONDO:0009214	high	01-disease-subtype	[0.9999668384878235, 3.3132065204461284e-05, 2.9446971917467005e-08]
MONDO:0009216	medium	02-disease-root	[0.001245813887093731, 0.9987541830334178, 3.079488577318786e-09]
MONDO:0009218	medium	02-disease-root	[0.0010081437978056136, 0.998991855708711, 4.93483301112591e-10]
MONDO:0009221	medium	02-disease-root	[0.0021964393166897297, 0.9977953941557614, 8.166527548874562e-06]
MONDO:0009222	medium	02-disease-root	[0.001809683787213138, 0.9981903125014888, 3.711298133861311e-09]
MONDO:0009223	high	01-disease-subtype	[0.9999471069211061, 5.287865228616677e-05, 1.4426607709327259e-08]
MONDO:0009228	medium	02-disease-root	[0.0001839092412651293, 0.9998160069888796, 8.37698552665184e-08]
MONDO:0009229	medium	02-disease-root	[0.0006572869316335853, 0.9993185938260467, 2.4119242319698176e-05]
MONDO:0009230	high	01-disease-subtype	[0.9988221101329748, 0.0011768455777322324, 1.0442892929222997e-06]
MONDO:0009231	high	01-disease-subtype	[0.9999972113906969, 2.788220117533946e-06, 3.8918566729473276e-10]
MONDO:0009232	medium	02-disease-root	[0.0015061067506514285, 0.9984938930599645, 1.893841319511774e-10]
MONDO:0009233	medium	02-disease-root	[0.0002028888371001254, 0.9997970290030365, 8.215986350524152e-08]
MONDO:0009234	medium	02-disease-root	[0.0017200005689715324, 0.9982799898492363, 9.581792281609923e-09]
MONDO:0009235	medium	02-disease-root	[0.0014528329086493045, 0.9985471636615536, 3.4297972574685346e-09]
MONDO:0009236	medium	02-disease-root	[0.0016413056651007217, 0.998358693384779, 9.501203201947175e-10]
MONDO:0009238	high	01-disease-subtype	[0.9989341405098132, 0.0010658410612770272, 1.8428909644092902e-08]
MONDO:0009239	high	01-disease-subtype	[0.9996682779097184, 0.00033171364409148325, 8.446190201933408e-09]
MONDO:0009240	high	01-disease-subtype	[0.999164053266613, 0.0008359215173370395, 2.5216050117065778e-08]
MONDO:0009241	medium	02-disease-root	[0.0005685587461301282, 0.9994314313023679, 9.951501940763577e-09]
MONDO:0009242	medium	02-disease-root	[0.0002713264964591465, 0.999728637847045, 3.5656495887365725e-08]
MONDO:0009247	high	01-disease-subtype	[0.9998071660645467, 0.00019283360994912086, 3.255040294491278e-10]
MONDO:0009249	medium	02-disease-root	[0.0022118400252702274, 0.997788153511639, 6.4630908660834655e-09]
MONDO:0009251	medium	02-disease-root	[0.0017220179426013834, 0.99827797756064, 4.496758766003819e-09]
MONDO:0009252	medium	02-disease-root	[0.0011180943923313092, 0.9988804525440572, 1.4530636114095478e-06]
MONDO:0009253	medium	02-disease-root	[0.0004433161517539013, 0.9995566829831889, 8.650571215628922e-10]
MONDO:0009254	medium	02-disease-root	[0.002827308354425836, 0.9971726809102518, 1.0735322280176034e-08]
MONDO:0009255	high	01-disease-subtype	[0.9987267119182944, 0.001273285061883208, 3.019822425154675e-09]
MONDO:0009257	high	01-disease-subtype	[0.9989274952363193, 0.0010687238922717553, 3.7808714090546582e-06]
MONDO:0009258	high	01-disease-subtype	[0.9999793405056064, 2.0630146644669858e-05, 2.93477490569178e-08]
MONDO:0009259	high	01-disease-subtype	[0.9999002393236972, 9.975682921657648e-05, 3.847086380745144e-09]
MONDO:0009260	high	01-disease-subtype	[0.9999517288431939, 4.8269780447872854e-05, 1.376357979589039e-09]
MONDO:0009261	high	01-disease-subtype	[0.999826757677728, 0.0001732418545486554, 4.677234767619738e-10]
MONDO:0009262	high	01-disease-subtype	[0.9992263420775707, 0.0007736568674221586, 1.0550071816433088e-09]
MONDO:0009263	medium	02-disease-root	[0.0022190218777827673, 0.9977809643970635, 1.3725153686210216e-08]
MONDO:0009265	high	01-disease-subtype	[0.9998999471027551, 0.00010004702174197728, 5.8755027601802345e-09]
MONDO:0009266	high	01-disease-subtype	[0.9997461165033241, 0.0002538463828549294, 3.7113820937484935e-08]
MONDO:0009267	high	01-disease-subtype	[0.9990629574575337, 0.0009359774164487599, 1.0651260175197373e-06]
MONDO:0009268	high	01-disease-subtype	[0.997879133301802, 0.002118014455749146, 2.852242448899139e-06]
MONDO:0009270	high	01-disease-subtype	[0.9990864119841881, 0.0009135780376047168, 9.978207191318301e-09]
MONDO:0009271	medium	02-disease-root	[0.003293112191971023, 0.9967068877467932, 6.123576017793886e-11]
MONDO:0009272	high	01-disease-subtype	[0.9986457552935569, 0.0013533672277434529, 8.774786995300984e-07]
MONDO:0009273	high	01-disease-subtype	[0.9999976303162864, 2.3683436046177585e-06, 1.3401089352882724e-09]
MONDO:0009274	medium	02-disease-root	[0.002662523610099683, 0.9973374543454584, 2.2044441957903575e-08]
MONDO:0009275	high	01-disease-subtype	[0.9997796604371811, 0.00021994898456280935, 3.905782560066985e-07]
MONDO:0009276	high	01-disease-subtype	[0.9988848348797248, 0.0011151543784469569, 1.074182825178169e-08]
MONDO:0009279	high	01-disease-subtype	[0.9987363760245305, 0.001261979601372708, 1.6443740969815042e-06]
MONDO:0009281	medium	02-disease-root	[0.002868041889453027, 0.9971319541920397, 3.918507258869071e-09]
MONDO:0009282	high	01-disease-subtype	[0.9995893813098697, 0.000410516424114049, 1.0226601629478159e-07]
MONDO:0009283	medium	02-disease-root	[0.0002342343422997364, 0.9997657468882292, 1.8769471050280864e-08]
MONDO:0009284	high	01-disease-subtype	[0.9976794731359582, 0.0023205025319299223, 2.4332112039842413e-08]
MONDO:0009285	high	01-disease-subtype	[0.9993942655485107, 0.0006057344351325477, 1.635675425060419e-11]
MONDO:0009287	high	01-disease-subtype	[0.9995903898428113, 0.0004096056091303816, 4.548058390767838e-09]
MONDO:0009288	high	01-disease-subtype	[0.9988845938251559, 0.0011153076300171785, 9.854482686287272e-08]
MONDO:0009290	high	01-disease-subtype	[0.9997067880178648, 0.0002928354492790897, 3.765328559710838e-07]
MONDO:0009291	medium	02-disease-root	[0.0007079172375871703, 0.9992919946878349, 8.8074577836162e-08]
MONDO:0009292	medium	02-disease-root	[0.0016202197602657158, 0.9982750595914462, 0.00010472064828822982]
MONDO:0009293	medium	02-disease-root	[0.000539921074704577, 0.999459775682397, 3.032428985557499e-07]
MONDO:0009294	medium	02-disease-root	[0.000721037522063775, 0.9992782676619277, 6.948160086074276e-07]
MONDO:0009295	high	01-disease-subtype	[0.9998399867859091, 0.00016000346484610348, 9.749244754820896e-09]
MONDO:0009297	medium	02-disease-root	[0.004376565103547038, 0.9956233296901518, 1.0520630120878077e-07]
MONDO:0009299	medium	02-disease-root	[0.002111184172303915, 0.9978819714320408, 6.8443956553098464e-06]
MONDO:0009302	high	01-disease-subtype	[0.9988755402094078, 0.0011232607727207245, 1.1990178715592067e-06]
MONDO:0009305	medium	02-disease-root	[0.0009621171392531187, 0.9989744847673776, 6.339809336952272e-05]
MONDO:0009306	high	01-disease-subtype	[0.997834901016295, 0.002164144894846785, 9.540888583251987e-07]
MONDO:0009312	high	01-disease-subtype	[0.9989483014353587, 0.0010516952169054236, 3.347735905453601e-09]
MONDO:0009313	medium	02-disease-root	[0.0003363009304350256, 0.9996613332018208, 2.3658677440905092e-06]
MONDO:0009315	medium	02-disease-root	[0.002415371228971162, 0.9975845899225985, 3.884843015777031e-08]
MONDO:0009318	medium	02-disease-root	[0.0012613826821340512, 0.9987386130710518, 4.2468139898172265e-09]
MONDO:0009319	high	01-disease-subtype	[0.9984409545609425, 0.0015579743325889494, 1.071106468421579e-06]
MONDO:0009320	medium	02-disease-root	[0.0003105338763615558, 0.9996894624073351, 3.716303196551999e-09]
MONDO:0009321	medium	02-disease-root	[0.0008156209620627038, 0.9991842394519502, 1.3958598701196926e-07]
MONDO:0009324	high	01-disease-subtype	[0.9995917671522825, 0.00040822837090288003, 4.476814741095027e-09]
MONDO:0009326	high	01-disease-subtype	[0.9995648092034054, 0.0004351779121770382, 1.288441759260384e-08]
MONDO:0009329	high	01-disease-subtype	[0.9990511888328254, 0.0009487725698828185, 3.8597291815240566e-08]
MONDO:0009331	high	01-disease-subtype	[0.9982737669147124, 0.0017261996768653037, 3.3408422217689465e-08]
MONDO:0009332	low	03-disease-area	[3.68389106676931e-05, 2.039289013665911e-05, 0.9999427681991956]
MONDO:0009333	high	01-disease-subtype	[0.9986208566386502, 0.0013725751196885766, 6.568241661358496e-06]
MONDO:0009338	high	01-disease-subtype	[0.9979123559795731, 0.0020876173890680898, 2.6631358719097445e-08]
MONDO:0009339	high	01-disease-subtype	[0.9999999372362677, 6.27631201518064e-08, 6.122544163471658e-13]
MONDO:0009340	high	01-disease-subtype	[0.9997991630459034, 0.00020083450614572583, 2.447950736948904e-09]
MONDO:0009341	high	01-disease-subtype	[0.9984863304913522, 0.001513628835624618, 4.067302332678914e-08]
MONDO:0009342	medium	02-disease-root	[0.0006792729731482038, 0.9993206331283968, 9.389845510576978e-08]
MONDO:0009344	high	01-disease-subtype	[0.9978073456296428, 0.0021925183011841714, 1.360691728468138e-07]
MONDO:0009345	high	01-disease-subtype	[0.999766241014449, 0.00023319275803669538, 5.662275144677251e-07]
MONDO:0009346	high	01-disease-subtype	[0.9998965203649811, 0.0001034795030267953, 1.3199199930299664e-10]
MONDO:0009348	high	01-disease-subtype	[0.9999497659812505, 4.962763415246544e-05, 6.063845969718484e-07]
MONDO:0009350	medium	02-disease-root	[0.00014387855334504156, 0.9998561006244256, 2.0822229328187822e-08]
MONDO:0009351	high	01-disease-subtype	[0.9995289362718167, 0.0004705104911939099, 5.53236989509171e-07]
MONDO:0009352	high	01-disease-subtype	[0.9999033636747343, 9.660410720466733e-05, 3.22180608594416e-08]
MONDO:0009353	high	01-disease-subtype	[0.99989758143747, 0.00010235365128695285, 6.491124302315518e-08]
MONDO:0009354	high	01-disease-subtype	[0.9999989493085291, 1.0506596992674773e-06, 3.177171877776016e-11]
MONDO:0009359	high	01-disease-subtype	[0.9999078040960478, 9.218524513878274e-05, 1.0658813425194171e-08]
MONDO:0009362	high	01-disease-subtype	[0.9980895133252958, 0.0019100716341603392, 4.150405438239772e-07]
MONDO:0009363	medium	02-disease-root	[0.00019234709137069464, 0.9998076186045108, 3.4304118460559175e-08]
MONDO:0009364	high		[0.9998103333182226, 0.00018966327006415877, 3.411713160109773e-09]
MONDO:0009367	medium	02-disease-root	[0.0007779754846065003, 0.9992220108361041, 1.3679289515989396e-08]
MONDO:0009370	high	01-disease-subtype	[0.9996506613099528, 0.0003493386246341319, 6.541292205481898e-11]
MONDO:0009371	high	01-disease-subtype	[0.9994513574367149, 0.000548616600913784, 2.5962371447497753e-08]
MONDO:0009372	high	01-disease-subtype	[0.9994149292187843, 0.0005850501353587924, 2.0645856894333496e-08]
MONDO:0009373	high	01-disease-subtype	[0.998825530113175, 0.0011744670567402794, 2.8300846053373742e-09]
MONDO:0009374	medium	02-disease-root	[0.0005680558569777185, 0.9994179254233871, 1.401871963509337e-05]
MONDO:0009377	high	01-disease-subtype	[0.9999556616805866, 4.4333440807324484e-05, 4.878606147421802e-09]
MONDO:0009378	high	01-disease-subtype	[0.998888297386575, 0.0011116983109871882, 4.302437784109582e-09]
MONDO:0009379	high	01-disease-subtype	[0.9993875719134837, 0.0006124274794333552, 6.070829881457245e-10]
MONDO:0009380	high	01-disease-subtype	[0.9998813708853737, 0.0001186290730881598, 4.153823034108331e-11]
MONDO:0009383	high	01-disease-subtype	[0.9996100418751133, 0.00038992825885549845, 2.9866031361677196e-08]
MONDO:0009384	high	01-disease-subtype	[0.9979036519985269, 0.001836826365457318, 0.0002595216360158316]
MONDO:0009387	high	01-disease-subtype	[0.9989882165308911, 0.001009649577893089, 2.1338912157655234e-06]
MONDO:0009388	high	01-disease-subtype	[0.9997461560145877, 0.0002537964630322948, 4.752238005962506e-08]
MONDO:0009393	high	01-disease-subtype	[0.9995979915443955, 0.0004019992335895776, 9.222014816180987e-09]
MONDO:0009394	high	01-disease-subtype	[0.9987040246079874, 0.0012959713671663066, 4.024846373115391e-09]
MONDO:0009395	medium	02-disease-root	[0.0014625522967540979, 0.9985372191289078, 2.2857433807464706e-07]
MONDO:0009397	high	01-disease-subtype	[0.999992785331579, 7.21168333038117e-06, 2.9850906063733942e-09]
MONDO:0009400	high	01-disease-subtype	[0.9997108234338384, 0.00028914513993603166, 3.1426225641426335e-08]
MONDO:0009401	high	01-disease-subtype	[0.9998923675375964, 0.00010758022724346894, 5.223516030434406e-08]
MONDO:0009402	high	01-disease-subtype	[0.9996173121439733, 0.0003826269641147235, 6.089191204772017e-08]
MONDO:0009404	medium	02-disease-root	[0.0004695519109847423, 0.9995302449084097, 2.0318060554734776e-07]
MONDO:0009405	high	01-disease-subtype	[0.9985403618846425, 0.0014230277436617159, 3.6610371695760213e-05]
MONDO:0009406	medium	02-disease-root	[0.003833567716046639, 0.9961664320108486, 2.7310468594319394e-10]
MONDO:0009411	high	01-disease-subtype	[0.9971792712969598, 0.002820375255456508, 3.534475836668671e-07]
MONDO:0009413	high	01-disease-subtype	[0.999713597105646, 0.00028639947672254686, 3.417631381042751e-09]
MONDO:0009414	medium	02-disease-root	[0.0012560118211833995, 0.9987432809344741, 7.072443425336677e-07]
MONDO:0009416	high	01-disease-subtype	[0.9968871833989226, 0.0030956873449502157, 1.7129256127214925e-05]
MONDO:0009417	high	01-disease-subtype	[0.9930972814286142, 0.006899372106192757, 3.3464651929910383e-06]
MONDO:0009419	high	01-disease-subtype	[0.9986295199041803, 0.0013704489213181167, 3.117450174252096e-08]
MONDO:0009420	medium	02-disease-root	[0.0011883465354404648, 0.9988116356719127, 1.7792646815243456e-08]
MONDO:0009425	medium	02-disease-root	[0.000743020733818432, 0.9992569756311296, 3.6350520861884624e-09]
MONDO:0009426	medium	02-disease-root	[0.0016541177040543078, 0.9983458797008974, 2.5950483892652602e-09]
MONDO:0009431	high	01-disease-subtype	[0.9993183694459997, 0.000681630191373925, 3.6262642741035934e-10]
MONDO:0009435	medium	02-disease-root	[4.803720727133233e-05, 0.9999519614046279, 1.388100611917564e-09]
MONDO:0009436	high	01-disease-subtype	[0.9999807908875982, 1.9173978268287464e-05, 3.513413338110264e-08]
MONDO:0009437	high	01-disease-subtype	[0.9967192360403272, 0.0032807616172751916, 2.3423977370099683e-09]
MONDO:0009440	high	01-disease-subtype	[0.9998817556990848, 0.00011824372976880327, 5.711463515936024e-10]
MONDO:0009443	high	01-disease-subtype	[0.9999998963076805, 1.0368853773843883e-07, 3.781855231505298e-12]
MONDO:0009444	medium	02-disease-root	[0.0019206869004444714, 0.9980790070420444, 3.0605751114799476e-07]
MONDO:0009445	medium	02-disease-root	[0.000990823040983007, 0.9990091759468896, 1.0121272859629912e-09]
MONDO:0009446	medium	02-disease-root	[0.0013867159490279911, 0.9986132790562616, 4.9947102387963255e-09]
MONDO:0009448	high	01-disease-subtype	[0.9989115029380566, 0.0010874222359537513, 1.074825989581281e-06]
MONDO:0009451	medium	02-disease-root	[0.0020935682832589654, 0.9979063945745762, 3.7142164770749275e-08]
MONDO:0009452	high	01-disease-subtype	[0.9986789278327769, 0.001321067345029036, 4.82219410305494e-09]
MONDO:0009453	low	03-disease-area	[7.195739752971612e-07, 0.00020836093694871595, 0.9997909194890758]
MONDO:0009458	high	01-disease-subtype	[0.998714347890292, 0.0012856512264005338, 8.833073461386342e-10]
MONDO:0009459	high	01-disease-subtype	[0.9996966183292615, 0.0003033693378344421, 1.2332904072966533e-08]
MONDO:0009461	high	01-disease-subtype	[0.9991151525379119, 0.0008836751109010466, 1.172351186943377e-06]
MONDO:0009465	high	01-disease-subtype	[0.9994823468198489, 0.0005176524524316077, 7.277196205966868e-10]
MONDO:0009467	medium	02-disease-root	[0.0003372702870214066, 0.9996625432840648, 1.8642891401063684e-07]
MONDO:0009469	high	01-disease-subtype	[0.9999001481239402, 9.984502117960588e-05, 6.854880309302188e-09]
MONDO:0009473	medium	02-disease-root	[0.0010883264536458196, 0.9989084047472193, 3.2687991349468905e-06]
MONDO:0009475	medium	02-disease-root	[0.0025902415594201748, 0.9974097551135478, 3.327031979570957e-09]
MONDO:0009476	high	01-disease-subtype	[0.9999525448675357, 4.74528511007667e-05, 2.2813635827680903e-09]
MONDO:0009478	high	01-disease-subtype	[0.9987776255357024, 0.0012221935913397997, 1.8087295769640692e-07]
MONDO:0009479	high	01-disease-subtype	[0.9985418578037228, 0.001458089054893827, 5.314138325949059e-08]
MONDO:0009480	medium	02-disease-root	[0.0032969099529673823, 0.9967030511438866, 3.890314604662448e-08]
MONDO:0009483	medium	02-disease-root	[0.00021602785451151822, 0.9997839712431127, 9.023758978638709e-10]
MONDO:0009485	medium	02-disease-root	[0.0014537932450448432, 0.9985462039157633, 2.839192056654924e-09]
MONDO:0009486	high	01-disease-subtype	[0.9990427576089911, 0.0009572347321136803, 7.658895313857837e-09]
MONDO:0009489	high	01-disease-subtype	[0.9993680951199139, 0.0006319012409865399, 3.639099679113336e-09]
MONDO:0009490	high	01-disease-subtype	[0.9995336009027259, 0.00046639611095071937, 2.9863231623943414e-09]
MONDO:0009491	high	01-disease-subtype	[0.9993476638252865, 0.0006523289575367073, 7.217176965870741e-09]
MONDO:0009492	high	01-disease-subtype	[0.9997578580127067, 0.00024210971279679228, 3.227449667651088e-08]
MONDO:0009493	medium	02-disease-root	[0.0006466215059391927, 0.9993533775814268, 9.12633908283131e-10]
MONDO:0009495	high	01-disease-subtype	[0.9981796718116825, 0.0018203274183149882, 7.700025956967606e-10]
MONDO:0009498	medium	02-disease-root	[0.0016728569527225078, 0.9983271406869182, 2.3603593825403176e-09]
MONDO:0009499	medium	02-disease-root	[0.0018940889480522423, 0.9981055398628912, 3.711890565798431e-07]
MONDO:0009501	medium	02-disease-root	[0.0012209550969597821, 0.9987789879865541, 5.691648625280905e-08]
MONDO:0009502	high	01-disease-subtype	[0.9999370751483735, 6.292195746192907e-05, 2.89416456043872e-09]
MONDO:0009503	high	01-disease-subtype	[0.9998143557611182, 0.00018563558309282028, 8.65578892194299e-09]
MONDO:0009504	high	01-disease-subtype	[0.9994972954812413, 0.0005027006030250581, 3.915733689036842e-09]
MONDO:0009505	medium	02-disease-root	[0.0028186209756652877, 0.9971813533019971, 2.5722337677692458e-08]
MONDO:0009506	medium	02-disease-root	[0.00015140838157424574, 0.9998483179491269, 2.7366929897948416e-07]
